Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,7.4787220954895,..,..,..,6.75409364700317,..,..
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,9.09208106994629,..,..,..,7.55441617965698,..,..
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,114.178085327148,..,..,..,167.246612548828,..,..
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,91.328125,90.3825759887695,91.6771545410156,90.9903259277344,88.2516021728516,..,..
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,74.3278579711914,..,..,..,56.5578956604004,..,..
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,93.1281433105469,..,..,..,85.9394836425781,..,..
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,65.1035232543945,..,..,..,50.0310173034668,..,..
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,2.46162176132202,..,..,..,2.70261096954346,..,..
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.71571433544159,1.65941727161407,1.61958587169647,1.54305553436279,1.50071001052856,..,..
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.16892576217651,..,..,..,0.978288173675537,..,..
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1.67212855815887,..,..,..,1.46687400341034,..,..
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.23850035667419,..,..,..,0.738058924674988,..,..
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,24.414270401001,..,..,..,34.0021286010742,..,..
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,21.537956237793,21.8410778045654,21.1611270904541,20.7585906982422,21.2343883514404,..,..
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,14.9408473968506,..,..,..,13.4068174362183,..,..
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,20.5315361022949,..,..,..,20.8571662902832,..,..
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,13.658839225769,..,..,..,6.80061197280884,..,..
East Asia & Pacific (Benchmark),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,..,..,..,..,..,..,..
East Asia & Pacific (Benchmark),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,..,..,..,..,..,..,..
East Asia & Pacific (Benchmark),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
East Asia & Pacific (Benchmark),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,..,..,..,..,..,..,..
East Asia & Pacific (Benchmark),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,..,..,..,..,..,..,..
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.745389878749847,..,..,..,0.662708640098572,..,..
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.539766669273376,0.521581470966339,0.499807924032211,0.480342537164688,0.454765468835831,..,..
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.401490569114685,..,..,..,0.330362319946289,..,..
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.528996229171753,..,..,..,0.446230500936508,..,..
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.357654809951782,..,..,..,0.240779206156731,..,..
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,5.46609306335449,..,..,..,7.76613426208496,..,..
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,3.08790349960327,3.31338119506836,3.57434391975403,3.59658694267273,3.68239521980286,..,..
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.75580775737762,..,..,..,1.87355172634125,..,..
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,2.94354629516602,..,..,..,3.5263614654541,..,..
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.17619633674622,..,..,..,1.57707524299622,..,..
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.576638996601105,..,..,..,0.559545874595642,..,..
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.472820788621902,0.469872921705246,0.45739483833313,0.443018406629562,0.448375195264816,..,..
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.332518994808197,..,..,..,0.261182099580765,..,..
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.456168711185455,..,..,..,0.43555274605751,..,..
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.454533725976944,..,..,..,0.429443031549454,..,..
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,350.382263183594,..,..,..,396.982269287109,..,..
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,256.989807128906,256.278442382813,256.774230957031,259.745483398438,249.620971679688,..,..
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,192.373352050781,..,..,..,120.147300720215,..,..
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,221.61897277832,..,..,..,213.525680541992,..,..
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,157.417388916016,..,..,..,104.200263977051,..,..
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,..,..,..,..,..,..,..
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,4.94452571868896,4.21430171626978,4.27706788586087,4.55255010380303,4.72995233535767,..,..
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,..,..,..,..,..,..,..
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,..,..,..,..,..,..,..
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.780184149742126,..,..,..,0.821104049682617,..,..
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.542161107063293,0.555218398571014,0.545751988887787,0.535852253437042,0.54814738035202,..,..
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.349933266639709,..,..,..,0.322539001703262,..,..
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.522248864173889,..,..,..,0.530557990074158,..,..
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.482855200767517,..,..,..,0.468239217996597,..,..
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,6.67231464385986,..,..,..,7.25541353225708,..,..
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,5.68987512588501,5.79749917984009,5.8441686630249,5.88382863998413,5.70625591278076,..,..
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.24044942855835,..,..,..,4.22839832305908,..,..
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,5.6217041015625,..,..,..,5.60010051727295,..,..
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,4.45272207260132,..,..,..,3.84863924980164,..,..
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,13.9225120544434,..,..,..,19.7776660919189,..,..
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,7.5389518737793,8.24965476989746,9.03183078765869,10.2546701431274,12.2400369644165,..,..
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,4.10256099700928,..,..,..,5.51214981079102,..,..
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,7.47293853759766,..,..,..,12.0542259216309,..,..
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,4.7513575553894,..,..,..,6.78298425674438,..,..
Europe & Central Asia (Benchmark),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,..,..,..,..,..,..,..
Europe & Central Asia (Benchmark),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,..,..,..,..,..,..,..
Europe & Central Asia (Benchmark),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Europe & Central Asia (Benchmark),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,..,..,..,..,..,..,..
Europe & Central Asia (Benchmark),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,..,..,..,..,..,..,..
Faroe Islands,FRO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,..,..,..,..,..,..,..
Faroe Islands,FRO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,7.01140642166138,..,..,..,6.55593299865723,..,..
Faroe Islands,FRO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Faroe Islands,FRO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,..,..,..,..,..,..,..
Faroe Islands,FRO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,..,..,..,..,..,..,..
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.55119872093201,..,..,..,1.54736256599426,..,..
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.930321395397186,0.946381270885468,0.947675347328186,0.904231131076813,0.88140857219696,..,..
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.538571536540985,..,..,..,0.479922503232956,..,..
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.909479916095734,..,..,..,0.872451186180115,..,..
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.538721799850464,..,..,..,0.420202761888504,..,..
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.978454828262329,..,..,..,0.921809792518616,..,..
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.889528870582581,0.88387268781662,0.85499119758606,0.834878623485565,0.823186874389648,..,..
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.736398696899414,..,..,..,0.64069676399231,..,..
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.876663684844971,..,..,..,0.808390319347382,..,..
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.0172826051712,..,..,..,0.77851802110672,..,..
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.941517531871796,..,..,..,0.925402343273163,..,..
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.778895437717438,0.773773312568665,0.729648351669312,0.70815497636795,0.692841231822968,..,..
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.539617478847504,..,..,..,0.417772859334946,..,..
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.785201370716095,..,..,..,0.698225557804108,..,..
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.90481299161911,..,..,..,0.682225704193115,..,..
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,351.389739990234,..,..,..,357.793884277344,..,..
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,283.954345703125,288.571441650391,288.441070556641,278.076507568359,267.023559570313,..,..
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,201.050933837891,..,..,..,161.989501953125,..,..
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,249.946350097656,..,..,..,234.485549926758,..,..
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,285.331695556641,..,..,..,209.368453979492,..,..
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,16.457332611084,..,..,..,17.8734741210938,..,..
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,13.6096296310425,13.5939149856567,13.8790340423584,13.6280317306519,13.9367370605469,..,..
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.72364234924316,..,..,..,7.00939893722534,..,..
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,13.1232748031616,..,..,..,13.511604309082,..,..
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,9.52829170227051,..,..,..,5.22871971130371,..,..
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.77207374572754,..,..,..,2.01424741744995,..,..
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.819626867771149,0.812635898590088,0.81540983915329,0.844865679740906,0.905315160751343,..,..
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.45118048787117,..,..,..,0.441481411457062,..,..
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.765642583370209,..,..,..,0.848739147186279,..,..
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.582948982715607,..,..,..,0.508239686489105,..,..
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.898777723312378,..,..,..,0.909813761711121,..,..
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.749743342399597,0.740906655788422,0.716487288475037,0.702282249927521,0.69633412361145,..,..
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.554219961166382,..,..,..,0.477932453155518,..,..
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.754284679889679,..,..,..,0.701777517795563,..,..
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.868238031864166,..,..,..,0.665469825267792,..,..
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.6699343919754,..,..,..,2.47847127914429,..,..
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.55355894565582,1.69395613670349,1.82257509231567,2.01081585884094,2.19427371025085,..,..
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.09635865688324,..,..,..,0.886162579059601,..,..
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1.51750719547272,..,..,..,2.05340504646301,..,..
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.27462947368622,..,..,..,1.26299059391022,..,..
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.809574067592621,..,..,..,0.779705882072449,..,..
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.5945103764534,0.586898028850555,0.564751148223877,0.553587853908539,0.539836943149567,..,..
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.464867830276489,..,..,..,0.359082967042923,..,..
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.587372660636902,..,..,..,0.529549241065979,..,..
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.50279837846756,..,..,..,0.399997055530548,..,..
Greenland,GRL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,..,..,..,..,..,..,..
Greenland,GRL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,5.70760488510132,..,..,..,5.41018724441528,..,..
Greenland,GRL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Greenland,GRL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,..,..,..,..,..,..,..
Greenland,GRL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,..,..,..,..,..,..,..
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,2.72584962844849,..,..,..,2.93596291542053,..,..
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.68876898288727,1.67297685146332,1.69093191623688,1.66395914554596,1.67121183872223,..,..
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.13562560081482,..,..,..,0.95234626531601,..,..
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1.62365651130676,..,..,..,1.58224189281464,..,..
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.928935706615448,..,..,..,0.69088739156723,..,..
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,..,..,..,..,3.71642327308655,..,..
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,3.46081288464807,3.43010578027241,3.34663893730097,3.27458521970068,3.24441266059875,..,..
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..,..,..,..,2.17720293998718,..,..
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,..,..,..,..,3.25696802139282,..,..
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,..,..,..,..,2.48328304290771,..,..
Guinea,GIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,3042.92333984375,..,..,..,3800.23168945313,..,..
Guinea,GIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,2573.05932617188,2661.53369140625,2749.4189453125,2790.74633789063,2909.37133789063,..,..
Guinea,GIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2371.13793945313,..,..,..,1676.8828125,..,..
Guinea,GIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,2527.705078125,..,..,..,2848.59252929688,..,..
