Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Bosnia and Herzegovina,BIH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.397610127925873,..,..,..,0.299989014863968,..,..
Botswana,BWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,6.16056776046753,..,..,..,6.87309169769287,..,..
Botswana,BWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,4.65061235427856,4.69917678833008,4.70448637008667,4.59998559951782,4.68766117095947,..,..
Botswana,BWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.79838371276855,..,..,..,2.53835916519165,..,..
Botswana,BWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,4.43218088150024,..,..,..,4.63201284408569,..,..
Botswana,BWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,3.64724230766296,..,..,..,2.79784822463989,..,..
Brazil,BRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,2.71304965019226,..,..,..,3.2930269241333,..,..
Brazil,BRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,2.21023774147034,2.18652248382568,2.18544769287109,2.1911473274231,2.28937697410584,..,..
Brazil,BRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.00084853172302,..,..,..,1.78390693664551,..,..
Brazil,BRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,2.23238396644592,..,..,..,2.32886600494385,..,..
Brazil,BRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.89406979084015,..,..,..,1.3543918132782,..,..
British Virgin Islands,VGB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.46129381656647,..,..,..,1.44618773460388,..,..
British Virgin Islands,VGB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.05284190177917,..,..,..,..,..,..
British Virgin Islands,VGB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.955167710781097,..,..,..,..,..,..
British Virgin Islands,VGB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1.05856072902679,..,..,..,..,..,..
British Virgin Islands,VGB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.22333431243896,..,..,..,..,..,..
Brunei Darussalam,BRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.764508247375488,..,..,..,0.751696705818176,..,..
Brunei Darussalam,BRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.621395945549011,0.615736901760101,0.589618146419525,0.561684787273407,0.548892140388489,..,..
Brunei Darussalam,BRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.500904381275177,..,..,..,0.327684104442596,..,..
Brunei Darussalam,BRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.57319587469101,..,..,..,0.501377880573273,..,..
Brunei Darussalam,BRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.371401637792587,..,..,..,0.292593359947205,..,..
Bulgaria,BGR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.09000706672668,..,..,..,1.14823257923126,..,..
Bulgaria,BGR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.642659246921539,0.649254679679871,0.643598258495331,0.652405917644501,0.65139764547348,..,..
Bulgaria,BGR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.306473433971405,..,..,..,0.30509677529335,..,..
Bulgaria,BGR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.62075263261795,..,..,..,0.633897006511688,..,..
Bulgaria,BGR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.507683038711548,..,..,..,0.403514444828033,..,..
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,185.373245239258,..,..,..,210.839981079102,..,..
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,181.549942016602,185.071853637695,179.489730834961,179.117095947266,180.768402099609,..,..
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,132.675872802734,..,..,..,137.02099609375,..,..
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,185.193130493164,..,..,..,184.35383605957,..,..
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,90.2435607910156,..,..,..,79.8030090332031,..,..
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,953.385498046875,..,..,..,773.655212402344,..,..
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,580.968017578125,564.98974609375,548.170166015625,566.667846679688,588.88330078125,..,..
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,397.244323730469,..,..,..,305.631408691406,..,..
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,569.323425292969,..,..,..,572.892028808594,..,..
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,257.157379150391,..,..,..,215.904327392578,..,..
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,65.4965896606445,..,..,..,68.092658996582,..,..
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,44.1838874816895,47.5584297180176,48.5931396484375,49.0078506469727,48.0073776245117,..,..
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,26.8646812438965,..,..,..,24.3254432678223,..,..
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,42.6756210327148,..,..,..,44.8876113891602,..,..
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,30.4937763214111,..,..,..,31.7134761810303,..,..
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,2075.046875,..,..,..,2267.46630859375,..,..
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1431.47155761719,1442.31298828125,1439.63562011719,1431.57434082031,1431.83557128906,..,..
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,683.569580078125,..,..,..,593.236206054688,..,..
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1404.85034179688,..,..,..,1404.92297363281,..,..
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1564.63256835938,..,..,..,1104.72119140625,..,..
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,306.685089111328,..,..,..,285.712371826172,..,..
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,215.373931884766,206.931015014648,199.995498657227,191.674926757813,181.898818969727,..,..
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,183.464645385742,..,..,..,137.026016235352,..,..
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,209.702377319336,..,..,..,176.168258666992,..,..
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,149.208999633789,..,..,..,63.1426429748535,..,..
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.51737546920776,..,..,..,1.54819905757904,..,..
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.23529350757599,1.23241186141968,1.25654768943787,1.22425746917725,1.19970548152924,..,..
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.960302889347076,..,..,..,0.907441437244415,..,..
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1.22937560081482,..,..,..,1.19302773475647,..,..
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.35559046268463,..,..,..,1.17560052871704,..,..
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.27992367744446,..,..,..,1.21441638469696,..,..
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.10445201396942,1.10368394851685,1.128786444664,1.10822510719299,1.07675969600677,..,..
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.38819229602814,..,..,..,0.813175797462463,..,..
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1.08137464523315,..,..,..,1.05668616294861,..,..
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.07955813407898,..,..,..,1.02004861831665,..,..
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,295.922210693359,..,..,..,309.434936523438,..,..
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,276.908569335938,270.255157470703,263.859558105469,253.184356689453,246.308471679688,..,..
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,158.373550415039,..,..,..,121.251792907715,..,..
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,261.913024902344,..,..,..,229.690490722656,..,..
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,201.669784545898,..,..,..,163.291458129883,..,..
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,246.424057006836,..,..,..,272.787872314453,..,..
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,217.63996887207,215.204559326172,203.170837402344,208.716186523438,199.870513916016,..,..
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,170.510192871094,..,..,..,156.216384887695,..,..
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,216.359985351563,..,..,..,198.557189941406,..,..
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,152.315338134766,..,..,..,103.152030944824,..,..
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,595.752136230469,..,..,..,665.408020019531,..,..
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,417.532592773438,408.577392578125,399.797882080078,402.979522705078,418.168884277344,..,..
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,327.497222900391,..,..,..,251.499496459961,..,..
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,402.208068847656,..,..,..,404.015045166016,..,..
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,391.614166259766,..,..,..,336.850677490234,..,..
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,6.40322732925415,..,..,..,6.62008142471313,..,..
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,3.84781432151794,3.91707277297974,3.92221164703369,3.90521740913391,3.89601635932922,..,..
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.12527513504028,..,..,..,1.97864305973053,..,..
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,3.94687724113464,..,..,..,3.97367072105408,..,..
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,2.38100600242615,..,..,..,2.08043503761292,..,..
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1750.46008300781,..,..,..,2097.46508789063,..,..
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1258.43115234375,1268.13708496094,1278.20104980469,1249.302734375,1296.52404785156,..,..
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,738.792724609375,..,..,..,648.649597167969,..,..
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1216.79174804688,..,..,..,1249.5068359375,..,..
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1300.62243652344,..,..,..,1009.05627441406,..,..
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,235.79541015625,..,..,..,306.129608154297,..,..
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,186.954849243164,194.404434204102,203.37858581543,204.632202148438,199.485977172852,..,..
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,102.622909545898,..,..,..,84.527229309082,..,..
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,171.844314575195,..,..,..,184.356262207031,..,..
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,119.378791809082,..,..,..,71.9456024169922,..,..
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,602.51123046875,..,..,..,859.318237304688,..,..
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,580.347106933594,726.593383789063,734.09033203125,789.988464355469,830.265747070313,..,..
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,353.387847900391,..,..,..,403.622467041016,..,..
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,573.783935546875,..,..,..,777.596984863281,..,..
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,447.956115722656,..,..,..,665.700256347656,..,..
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,291.047302246094,..,..,..,279.821868896484,..,..
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,254.371994018555,245.497863769531,238.07389831543,228.063232421875,216.163467407227,..,..
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,169.850723266602,..,..,..,126.29174041748,..,..
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,240.702072143555,..,..,..,201.826110839844,..,..
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,144.263534545898,..,..,..,104.277381896973,..,..
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,397.390869140625,..,..,..,405.626403808594,..,..
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,338.343170166016,342.834350585938,336.062957763672,353.968933105469,350.152618408203,..,..
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,421.303802490234,..,..,..,385.109832763672,..,..
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,323.858734130859,..,..,..,331.820983886719,..,..
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,229.025680541992,..,..,..,194.837921142578,..,..
Cote d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,222.20182800293,..,..,..,227.06103515625,..,..
Cote d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,227.058822631836,223.401763916016,215.496383666992,216.424499511719,219.171600341797,..,..
Cote d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,192.623016357422,..,..,..,135.529281616211,..,..
Cote d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,225.34455871582,..,..,..,212.710205078125,..,..
Cote d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,130.88493347168,..,..,..,116.725357055664,..,..
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.717908799648285,..,..,..,0.759308636188507,..,..
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.452847927808762,0.45529580116272,0.439081639051437,0.43042317032814,0.423114269971848,..,..
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.280730962753296,..,..,..,0.224557399749756,..,..
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.436601251363754,..,..,..,0.408800810575485,..,..
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.325748294591904,..,..,..,0.254097282886505,..,..
Curacao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.86363387107849,..,..,..,1.67709946632385,..,..
Curacao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.38772535324097,1.37598443031311,1.35183537006378,1.30788290500641,1.28010332584381,..,..
Curacao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.896731615066528,..,..,..,0.783035397529602,..,..
Curacao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,1.35940706729889,..,..,..,1.23196339607239,..,..
Curacao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,1.16153979301453,..,..,..,0.908992052078247,..,..
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.777467310428619,..,..,..,0.78933984041214,..,..
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.647929608821869,0.65023010969162,0.624749839305878,0.610281467437744,0.598760187625885,..,..
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.537211656570435,..,..,..,0.447778731584549,..,..
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,0.640576720237732,..,..,..,0.592796683311462,..,..
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.515151560306549,..,..,..,0.435338616371155,..,..
Czechia,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,18.8365039825439,..,..,..,19.8941249847412,..,..
Czechia,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,11.9898891448975,12.1545038223267,11.8357648849487,11.9245710372925,11.6165390014648,..,..
Czechia,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.98106527328491,..,..,..,5.15228033065796,..,..
Czechia,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9280000:TOTAL CONSUMPTION,9280000,11.7716541290283,..,..,..,11.492654800415,..,..
Czechia,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,12.7622194290161,..,..,..,10.942253112793,..,..
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,7.92241811752319,..,..,..,7.95415306091309,..,..
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,7.51288890838623,7.40058422088623,7.1334547996521,6.9401478767395,6.77687835693359,..,..
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.37746143341064,..,..,..,4.52095031738281,..,..
