Entity,Code,Year,"Age-standardized deaths from respiratory diseases in both sexes per 100,000 people"
Albania,ALB,1987,26.313232
Albania,ALB,1988,26.932293
Albania,ALB,1989,25.726141
Albania,ALB,1992,21.51648
Albania,ALB,1993,23.432169
Albania,ALB,1994,22.816742
Albania,ALB,1995,21.497353
Albania,ALB,1996,21.548323
Albania,ALB,1997,17.319284
Albania,ALB,1998,17.792858
Albania,ALB,1999,15.767028
Albania,ALB,2000,20.474329
Albania,ALB,2001,13.553508
Albania,ALB,2002,14.954377
Albania,ALB,2003,16.539534
Albania,ALB,2004,16.699833
Albania,ALB,2005,15.173623
Albania,ALB,2006,13.584775
Albania,ALB,2007,11.711932
Albania,ALB,2008,10.700809
Albania,ALB,2009,9.940529
Albania,ALB,2010,6.8135977
Antigua and Barbuda,ATG,1961,15.072626
Antigua and Barbuda,ATG,1962,2.306789
Antigua and Barbuda,ATG,1963,6.5229187
Antigua and Barbuda,ATG,1964,2.5433333
Antigua and Barbuda,ATG,1966,4.009805
Antigua and Barbuda,ATG,1969,9.350201
Antigua and Barbuda,ATG,1970,8.720973
Antigua and Barbuda,ATG,1971,27.024754
Antigua and Barbuda,ATG,1972,6.8657384
Antigua and Barbuda,ATG,1973,12.566937
Antigua and Barbuda,ATG,1974,26.637089
Antigua and Barbuda,ATG,1975,33.843857
Antigua and Barbuda,ATG,1976,19.838812
Antigua and Barbuda,ATG,1977,20.836098
Antigua and Barbuda,ATG,1978,9.135782
Antigua and Barbuda,ATG,1983,4.0378513
Antigua and Barbuda,ATG,1985,18.251451
Antigua and Barbuda,ATG,1986,5.824063
Antigua and Barbuda,ATG,1987,3.322595
Antigua and Barbuda,ATG,1988,10.453759
Antigua and Barbuda,ATG,1989,11.29517
Antigua and Barbuda,ATG,1990,18.72828
Antigua and Barbuda,ATG,1991,19.485315
Antigua and Barbuda,ATG,1992,9.938692
Antigua and Barbuda,ATG,1993,4.2421875
Antigua and Barbuda,ATG,1994,17.253956
Antigua and Barbuda,ATG,1995,8.534236
Antigua and Barbuda,ATG,1998,18.61622
Antigua and Barbuda,ATG,1999,18.713657
Antigua and Barbuda,ATG,2000,18.944801
Antigua and Barbuda,ATG,2001,16.495974
Antigua and Barbuda,ATG,2002,12.785848
Antigua and Barbuda,ATG,2003,12.410678
Antigua and Barbuda,ATG,2004,8.723438
Antigua and Barbuda,ATG,2005,15.864586
Antigua and Barbuda,ATG,2006,7.774543
Antigua and Barbuda,ATG,2007,16.802608
Antigua and Barbuda,ATG,2008,18.660759
Antigua and Barbuda,ATG,2009,10.692201
Antigua and Barbuda,ATG,2010,15.425289
Antigua and Barbuda,ATG,2011,22.979649
Antigua and Barbuda,ATG,2012,18.681372
Antigua and Barbuda,ATG,2013,22.611788
Antigua and Barbuda,ATG,2014,20.340874
Antigua and Barbuda,ATG,2015,18.722929
Antigua and Barbuda,ATG,2016,19.76416
Antigua and Barbuda,ATG,2017,18.19936
Antigua and Barbuda,ATG,2018,15.1440115
Antigua and Barbuda,ATG,2019,21.738947
Antigua and Barbuda,ATG,2020,26.505396
Antigua and Barbuda,ATG,2021,19.863983
Argentina,ARG,1966,19.064009
Argentina,ARG,1967,21.450586
Argentina,ARG,1968,25.224936
Argentina,ARG,1969,28.925419
Argentina,ARG,1970,28.556429
Argentina,ARG,1977,24.5701
Argentina,ARG,1978,24.559696
Argentina,ARG,1979,25.48449
Argentina,ARG,1980,25.622322
Argentina,ARG,1981,24.5257
Argentina,ARG,1982,23.400917
Argentina,ARG,1983,28.091427
Argentina,ARG,1984,29.462233
Argentina,ARG,1985,27.824825
Argentina,ARG,1986,27.492842
Argentina,ARG,1987,32.284565
Argentina,ARG,1988,31.974087
Argentina,ARG,1989,26.12279
Argentina,ARG,1990,27.735466
Argentina,ARG,1991,28.01379
Argentina,ARG,1992,30.206337
Argentina,ARG,1993,31.319193
Argentina,ARG,1994,29.757982
Argentina,ARG,1995,37.730698
Argentina,ARG,1996,36.571716
Argentina,ARG,1997,50.012394
Argentina,ARG,1998,55.91613
Argentina,ARG,1999,58.38312
Argentina,ARG,2000,51.794956
Argentina,ARG,2001,54.66606
Argentina,ARG,2002,53.427242
Argentina,ARG,2003,57.54064
Argentina,ARG,2004,55.54384
Argentina,ARG,2005,53.894955
Argentina,ARG,2006,49.466534
Argentina,ARG,2007,57.83764
Argentina,ARG,2008,51.353844
Argentina,ARG,2009,49.633167
Argentina,ARG,2010,53.109097
Argentina,ARG,2011,52.776474
Argentina,ARG,2012,49.864162
Argentina,ARG,2013,48.36533
Argentina,ARG,2014,47.944847
Argentina,ARG,2015,45.83658
Argentina,ARG,2016,48.122288
Argentina,ARG,2017,47.136955
Argentina,ARG,2018,44.707767
Argentina,ARG,2019,43.345158
Argentina,ARG,2020,39.073338
Argentina,ARG,2021,42.225513
Armenia,ARM,1981,60.168144
Armenia,ARM,1982,51.574986
Armenia,ARM,1985,51.165985
Armenia,ARM,1986,58.602463
Armenia,ARM,1987,48.459938
Armenia,ARM,1988,47.17778
Armenia,ARM,1989,43.50241
Armenia,ARM,1990,43.478256
Armenia,ARM,1991,36.743923
Armenia,ARM,1992,35.76607
Armenia,ARM,1993,43.10992
Armenia,ARM,1994,36.03052
Armenia,ARM,1995,35.583954
Armenia,ARM,1996,36.990185
Armenia,ARM,1997,32.27772
Armenia,ARM,1998,26.343746
Armenia,ARM,1999,28.859505
Armenia,ARM,2000,28.012148
Armenia,ARM,2001,24.683935
Armenia,ARM,2002,37.16582
Armenia,ARM,2003,40.01497
Armenia,ARM,2006,34.266254
Armenia,ARM,2007,34.217194
Armenia,ARM,2008,37.406998
Armenia,ARM,2009,33.170074
Armenia,ARM,2010,28.626059
Armenia,ARM,2011,29.767416
Armenia,ARM,2012,28.33609
Armenia,ARM,2013,27.273241
Armenia,ARM,2014,31.207037
Armenia,ARM,2015,33.332382
Armenia,ARM,2016,29.321867
Armenia,ARM,2017,16.50196
Armenia,ARM,2018,11.550047
Armenia,ARM,2019,15.473576
Armenia,ARM,2020,14.914362
Armenia,ARM,2021,10.922008
Armenia,ARM,2022,8.846441
Australia,AUS,1950,22.476627
Australia,AUS,1951,21.971445
Australia,AUS,1952,18.98434
Australia,AUS,1953,18.456284
Australia,AUS,1954,20.847235
Australia,AUS,1955,21.486734
Australia,AUS,1956,23.587875
Australia,AUS,1957,22.178928
Australia,AUS,1958,21.126303
Australia,AUS,1959,24.873888
Australia,AUS,1960,21.589674
Australia,AUS,1961,21.47048
Australia,AUS,1962,24.363094
Australia,AUS,1963,24.527008
Australia,AUS,1964,27.57667
Australia,AUS,1965,26.125027
Australia,AUS,1966,28.573744
Australia,AUS,1967,27.099445
Australia,AUS,1968,34.56077
Australia,AUS,1969,34.514904
Australia,AUS,1970,38.6011
Australia,AUS,1971,35.906742
Australia,AUS,1972,36.605957
Australia,AUS,1973,35.32309
Australia,AUS,1974,39.72659
Australia,AUS,1975,32.48208
Australia,AUS,1976,37.08839
Australia,AUS,1977,32.482006
Australia,AUS,1978,33.103867
Australia,AUS,1979,31.674664
Australia,AUS,1980,33.505543
Australia,AUS,1981,32.602005
Australia,AUS,1982,36.169353
Australia,AUS,1983,33.01719
Australia,AUS,1984,33.712803
Australia,AUS,1985,36.30456
Australia,AUS,1986,31.60694
Australia,AUS,1987,33.290222
Australia,AUS,1988,34.41063
Australia,AUS,1989,38.291862
Australia,AUS,1990,31.717344
Australia,AUS,1991,30.468245
Australia,AUS,1992,33.671978
Australia,AUS,1993,30.33084
Australia,AUS,1994,31.801085
Australia,AUS,1995,29.185474
Australia,AUS,1996,30.95911
Australia,AUS,1997,29.227959
Australia,AUS,1998,26.350286
Australia,AUS,1999,25.773106
Australia,AUS,2000,25.940128
Australia,AUS,2001,24.553469
Australia,AUS,2002,25.50488
Australia,AUS,2003,23.695202
Australia,AUS,2004,23.26018
Australia,AUS,2006,21.987425
Australia,AUS,2007,22.761099
Australia,AUS,2008,23.193811
Australia,AUS,2009,21.9406
Australia,AUS,2010,22.08432
Australia,AUS,2011,22.4733
Australia,AUS,2012,22.357477
Australia,AUS,2013,20.960758
Australia,AUS,2014,22.192642
Australia,AUS,2015,22.112879
Australia,AUS,2016,21.807993
Australia,AUS,2017,22.112553
Australia,AUS,2018,20.672377
Australia,AUS,2019,21.48679
Australia,AUS,2020,17.972773
Australia,AUS,2021,19.312801
Australia,AUS,2022,20.381325
Austria,AUT,1955,20.098001
Austria,AUT,1956,19.509537
Austria,AUT,1957,18.658215
Austria,AUT,1958,17.215258
Austria,AUT,1959,18.061646
Austria,AUT,1960,16.621881
Austria,AUT,1961,14.629723
Austria,AUT,1962,21.85007
Austria,AUT,1963,25.88772
Austria,AUT,1964,25.121305
Austria,AUT,1965,31.719366
Austria,AUT,1966,30.539282
Austria,AUT,1967,34.919914
Austria,AUT,1968,38.545025
Austria,AUT,1969,31.567984
Austria,AUT,1970,26.24816
Austria,AUT,1971,23.146994
Austria,AUT,1972,20.26557
Austria,AUT,1973,18.722153
Austria,AUT,1974,17.2166
Austria,AUT,1975,18.7507
Austria,AUT,1976,18.552267
Austria,AUT,1977,17.001495
Austria,AUT,1978,18.030659
Austria,AUT,1979,16.134396
Austria,AUT,1980,16.67901
Austria,AUT,1981,18.985428
Austria,AUT,1982,18.734701
Austria,AUT,1983,22.877108
Austria,AUT,1984,20.444855
Austria,AUT,1985,22.875433
Austria,AUT,1986,19.687237
Austria,AUT,1987,18.759588
Austria,AUT,1988,16.24689
Austria,AUT,1989,16.551023
Austria,AUT,1990,17.509193
Austria,AUT,1991,16.510181
Austria,AUT,1992,15.611887
Austria,AUT,1993,16.762486
Austria,AUT,1994,14.4188385
Austria,AUT,1995,15.631748
Austria,AUT,1996,14.510185
Austria,AUT,1997,14.412568
Austria,AUT,1998,14.297055
Austria,AUT,1999,15.757893
Austria,AUT,2000,16.218752
Austria,AUT,2001,15.922794
Austria,AUT,2002,17.677004
Austria,AUT,2003,20.65308
Austria,AUT,2004,17.73451
Austria,AUT,2005,17.562939
Austria,AUT,2006,16.64765
Austria,AUT,2007,17.249153
Austria,AUT,2008,15.441177
Austria,AUT,2009,15.727332
Austria,AUT,2010,15.513923
Austria,AUT,2011,14.724522
Austria,AUT,2012,14.948644
Austria,AUT,2013,15.527738
Austria,AUT,2014,14.185262
Austria,AUT,2015,15.980819
Austria,AUT,2016,15.163825
Austria,AUT,2017,16.912683
Austria,AUT,2018,16.898636
Austria,AUT,2019,16.528078
Austria,AUT,2020,15.471856
Austria,AUT,2021,14.147696
Azerbaijan,AZE,1981,43.77772
Azerbaijan,AZE,1982,42.1326
Azerbaijan,AZE,1985,42.995358
Azerbaijan,AZE,1986,39.057613
Azerbaijan,AZE,1987,31.140663
Azerbaijan,AZE,1988,30.039461
Azerbaijan,AZE,1989,39.632545
Azerbaijan,AZE,1990,35.284138
Azerbaijan,AZE,1991,30.275324
Azerbaijan,AZE,1992,35.29257
Azerbaijan,AZE,1993,41.240627
Azerbaijan,AZE,1994,43.28129
Azerbaijan,AZE,1995,41.304577
Azerbaijan,AZE,1996,40.409863
Azerbaijan,AZE,1997,35.02379
Azerbaijan,AZE,1998,33.476498
Azerbaijan,AZE,1999,31.535017
Azerbaijan,AZE,2000,34.048534
Azerbaijan,AZE,2001,26.367512
Azerbaijan,AZE,2002,24.858965
Azerbaijan,AZE,2003,23.988283
Azerbaijan,AZE,2004,23.272171
Azerbaijan,AZE,2007,26.62215
Bahamas,BHS,1972,21.365564
Bahamas,BHS,1975,25.590622
Bahamas,BHS,1979,35.32484
Bahamas,BHS,1980,39.89877
Bahamas,BHS,1981,33.61435
Bahamas,BHS,1983,39.782597
Bahamas,BHS,1984,24.275517
Bahamas,BHS,1985,22.384426
Bahamas,BHS,1987,21.986923
Bahamas,BHS,1993,51.55681
Bahamas,BHS,1994,29.992758
Bahamas,BHS,1995,30.819607
Bahamas,BHS,1996,23.749249
Bahamas,BHS,1997,28.717789
Bahamas,BHS,1998,35.984028
Bahamas,BHS,1999,16.750704
Bahamas,BHS,2000,15.98142
Bahamas,BHS,2001,25.738535
Bahamas,BHS,2002,25.314528
Bahamas,BHS,2003,14.086188
Bahamas,BHS,2004,18.859497
Bahamas,BHS,2005,26.403938
Bahamas,BHS,2006,17.97323
Bahamas,BHS,2007,15.911563
Bahamas,BHS,2008,12.075718
Bahamas,BHS,2009,17.768066
Bahamas,BHS,2010,15.538631
Bahamas,BHS,2011,17.064863
Bahamas,BHS,2012,15.928279
Bahamas,BHS,2013,15.302716
Bahamas,BHS,2014,16.722263
Bahamas,BHS,2015,17.140736
Bahrain,BHR,1985,27.142063
Bahrain,BHR,1987,34.887558
Bahrain,BHR,1988,36.185154
Bahrain,BHR,1997,34.041443
Bahrain,BHR,1998,45.106686
Bahrain,BHR,1999,41.16956
Bahrain,BHR,2000,32.95724
Bahrain,BHR,2001,36.53513
Bahrain,BHR,2002,32.124023
Bahrain,BHR,2003,39.33441
Bahrain,BHR,2004,35.95719
Bahrain,BHR,2005,33.21675
Bahrain,BHR,2006,26.398737
Bahrain,BHR,2007,32.333733
Bahrain,BHR,2008,31.52071
Bahrain,BHR,2009,28.326801
Bahrain,BHR,2010,19.40613
Bahrain,BHR,2011,25.243214
Bahrain,BHR,2012,23.439173
Bahrain,BHR,2013,13.096448
Bahrain,BHR,2014,9.669183
Barbados,BRB,1960,22.914263
Barbados,BRB,1961,17.712547
Barbados,BRB,1962,19.726759
Barbados,BRB,1963,22.388344
Barbados,BRB,1964,14.552453
Barbados,BRB,1966,18.847443
Barbados,BRB,1967,16.506231
Barbados,BRB,1968,24.58193
Barbados,BRB,1969,17.172644
Barbados,BRB,1970,19.05446
Barbados,BRB,1971,25.61989
Barbados,BRB,1972,19.919714
Barbados,BRB,1973,18.119629
Barbados,BRB,1974,18.509186
Barbados,BRB,1975,16.239056
Barbados,BRB,1976,24.710485
Barbados,BRB,1977,25.853271
Barbados,BRB,1978,17.727583
Barbados,BRB,1979,20.624266
Barbados,BRB,1980,25.072224
Barbados,BRB,1981,25.22882
Barbados,BRB,1982,22.24007
Barbados,BRB,1983,15.844898
Barbados,BRB,1984,12.556782
Barbados,BRB,1985,18.953222
Barbados,BRB,1986,11.240021
Barbados,BRB,1987,15.228151
Barbados,BRB,1988,21.109043
Barbados,BRB,1989,15.403311
Barbados,BRB,1990,20.393143
Barbados,BRB,1991,15.853978
Barbados,BRB,1992,15.6812315
Barbados,BRB,1993,15.189472
Barbados,BRB,1994,16.646751
Barbados,BRB,1995,17.380219
Barbados,BRB,2000,18.49035
Barbados,BRB,2001,12.019497
Barbados,BRB,2002,18.178173
Barbados,BRB,2003,15.479181
Barbados,BRB,2004,20.773191
Barbados,BRB,2005,18.884941
Barbados,BRB,2006,20.447607
Barbados,BRB,2007,13.861646
Barbados,BRB,2008,15.28987
Barbados,BRB,2009,17.996399
Barbados,BRB,2010,11.680216
Barbados,BRB,2011,13.827486
Barbados,BRB,2012,11.579423
Barbados,BRB,2013,13.520574
Belarus,BLR,1981,83.21943
Belarus,BLR,1982,76.70033
Belarus,BLR,1985,74.50984
Belarus,BLR,1986,62.146015
Belarus,BLR,1987,62.093037
Belarus,BLR,1988,58.6652
Belarus,BLR,1989,54.352947
Belarus,BLR,1990,49.24483
Belarus,BLR,1991,44.06835
Belarus,BLR,1992,39.786964
Belarus,BLR,1993,44.429783
Belarus,BLR,1994,41.977524
Belarus,BLR,1995,40.651047
Belarus,BLR,1996,40.32515
Belarus,BLR,1997,40.991302
Belarus,BLR,1998,39.04712
Belarus,BLR,1999,40.5771
Belarus,BLR,2000,38.088943
Belarus,BLR,2001,37.375656
Belarus,BLR,2002,35.836372
Belarus,BLR,2003,27.346931
Belarus,BLR,2007,24.861233
Belarus,BLR,2008,20.610287
Belarus,BLR,2009,18.033182
Belarus,BLR,2010,16.254488
Belarus,BLR,2011,13.981632
Belarus,BLR,2013,9.46627
Belarus,BLR,2014,8.351768
Belarus,BLR,2018,8.190944
Belgium,BEL,1954,36.60225
Belgium,BEL,1955,37.293354
Belgium,BEL,1956,35.48274
Belgium,BEL,1957,35.0547
Belgium,BEL,1958,31.634731
Belgium,BEL,1959,28.488499
Belgium,BEL,1960,34.24337
Belgium,BEL,1961,28.562487
Belgium,BEL,1962,34.78261
Belgium,BEL,1963,39.259346
Belgium,BEL,1964,32.75604
Belgium,BEL,1965,36.240585
Belgium,BEL,1966,41.00763
Belgium,BEL,1967,35.78345
Belgium,BEL,1968,43.4036
Belgium,BEL,1969,37.92635
Belgium,BEL,1970,37.0646
Belgium,BEL,1971,36.347015
Belgium,BEL,1972,34.469585
Belgium,BEL,1973,35.178467
Belgium,BEL,1974,31.605768
Belgium,BEL,1975,32.52224
Belgium,BEL,1976,32.633617
Belgium,BEL,1977,30.14094
Belgium,BEL,1978,33.71664
Belgium,BEL,1979,32.51605
Belgium,BEL,1980,33.247536
Belgium,BEL,1981,32.46968
Belgium,BEL,1982,30.73635
Belgium,BEL,1983,30.444696
Belgium,BEL,1984,31.408092
Belgium,BEL,1985,34.845
Belgium,BEL,1986,35.12838
Belgium,BEL,1987,31.044697
Belgium,BEL,1988,30.849422
Belgium,BEL,1989,32.97834
Belgium,BEL,1990,31.340631
Belgium,BEL,1991,31.723936
Belgium,BEL,1992,31.429716
Belgium,BEL,1993,36.957153
Belgium,BEL,1994,33.83121
Belgium,BEL,1995,36.5227
Belgium,BEL,1996,35.968285
Belgium,BEL,1997,34.213657
Belgium,BEL,1998,36.32827
Belgium,BEL,1999,34.306293
Belgium,BEL,2000,32.27474
Belgium,BEL,2001,31.632254
Belgium,BEL,2002,33.255493
Belgium,BEL,2003,34.37171
Belgium,BEL,2004,30.471777
Belgium,BEL,2005,31.56506
Belgium,BEL,2006,27.562078
Belgium,BEL,2007,28.71736
Belgium,BEL,2008,27.434418
Belgium,BEL,2009,26.390612
Belgium,BEL,2010,25.79133
Belgium,BEL,2011,24.55218
Belgium,BEL,2012,25.53806
Belgium,BEL,2013,24.626299
Belgium,BEL,2014,21.544136
Belgium,BEL,2015,23.413557
Belgium,BEL,2016,22.388632
Belgium,BEL,2017,22.662588
Belgium,BEL,2018,22.828808
Belgium,BEL,2019,21.875036
Belgium,BEL,2020,20.678368
Belize,BLZ,1964,3.9806519
Belize,BLZ,1965,11.052145
Belize,BLZ,1966,34.276234
Belize,BLZ,1967,1.751502
Belize,BLZ,1968,19.776989
Belize,BLZ,1969,35.642685
Belize,BLZ,1970,34.068027
Belize,BLZ,1971,13.995295
Belize,BLZ,1972,20.619339
Belize,BLZ,1973,26.31523
Belize,BLZ,1974,12.829094
Belize,BLZ,1975,10.628192
Belize,BLZ,1976,16.895292
Belize,BLZ,1977,10.493718
Belize,BLZ,1978,16.375689
Belize,BLZ,1979,8.770872
Belize,BLZ,1980,16.98525
Belize,BLZ,1982,25.454113
Belize,BLZ,1983,17.03811
Belize,BLZ,1984,42.201344
Belize,BLZ,1986,32.661427
Belize,BLZ,1987,10.690168
Belize,BLZ,1989,21.776663
Belize,BLZ,1990,14.758613
Belize,BLZ,1991,17.829243
Belize,BLZ,1993,31.839046
Belize,BLZ,1994,16.908659
Belize,BLZ,1995,21.870537
Belize,BLZ,1996,16.069983
Belize,BLZ,1997,39.479134
Belize,BLZ,1998,38.957115
Belize,BLZ,1999,36.90547
Belize,BLZ,2000,39.28594
Belize,BLZ,2001,39.678722
Belize,BLZ,2002,35.81751
Belize,BLZ,2003,32.532322
Belize,BLZ,2004,35.580093
Belize,BLZ,2005,36.85165
Belize,BLZ,2006,32.938587
Belize,BLZ,2007,31.011923
Belize,BLZ,2008,30.137611
Belize,BLZ,2009,28.989328
Belize,BLZ,2010,39.789448
Belize,BLZ,2011,38.273163
Belize,BLZ,2012,28.62391
Belize,BLZ,2013,26.898783
Belize,BLZ,2014,30.843416
Belize,BLZ,2015,39.117542
Belize,BLZ,2016,38.851067
Bosnia and Herzegovina,BIH,1985,29.534157
Bosnia and Herzegovina,BIH,1986,26.93979
Bosnia and Herzegovina,BIH,1987,24.855713
Bosnia and Herzegovina,BIH,1988,22.400196
Bosnia and Herzegovina,BIH,1989,21.761883
Bosnia and Herzegovina,BIH,1990,21.205809
Bosnia and Herzegovina,BIH,1991,21.907585
Bosnia and Herzegovina,BIH,2011,17.723265
Bosnia and Herzegovina,BIH,2014,17.847754
Bosnia and Herzegovina,BIH,2016,19.118448
Bosnia and Herzegovina,BIH,2017,17.444159
Bosnia and Herzegovina,BIH,2018,20.79911
Bosnia and Herzegovina,BIH,2019,19.514864
Bosnia and Herzegovina,BIH,2020,20.040466
Bosnia and Herzegovina,BIH,2021,16.221542
Bosnia and Herzegovina,BIH,2022,16.130938
Brazil,BRA,1979,28.078236
Brazil,BRA,1980,31.605574
Brazil,BRA,1981,31.591022
Brazil,BRA,1982,32.02648
Brazil,BRA,1983,32.917576
Brazil,BRA,1984,35.37421
Brazil,BRA,1985,36.726425
Brazil,BRA,1986,37.98247
Brazil,BRA,1987,39.71378
Brazil,BRA,1988,43.487865
Brazil,BRA,1989,40.604755
Brazil,BRA,1990,43.45357
Brazil,BRA,1991,39.63524
Brazil,BRA,1992,41.56868
Brazil,BRA,1993,46.04799
Brazil,BRA,1994,45.800835
Brazil,BRA,1995,47.788162
Brazil,BRA,1996,53.53682
Brazil,BRA,1997,51.324673
Brazil,BRA,1998,54.60304
Brazil,BRA,1999,52.58037
Brazil,BRA,2000,51.055634
Brazil,BRA,2001,49.821163
Brazil,BRA,2002,49.64199
Brazil,BRA,2003,48.94567
Brazil,BRA,2004,48.4951
Brazil,BRA,2005,44.566704
Brazil,BRA,2006,41.728024
Brazil,BRA,2007,39.775097
Brazil,BRA,2008,37.81252
Brazil,BRA,2009,37.29786
Brazil,BRA,2010,37.738544
Brazil,BRA,2011,37.772083
Brazil,BRA,2012,35.330807
Brazil,BRA,2013,35.563663
Brazil,BRA,2014,33.70276
Brazil,BRA,2015,34.424088
Brazil,BRA,2016,33.789974
Brazil,BRA,2017,33.059498
Brazil,BRA,2018,31.32377
Brazil,BRA,2019,30.224049
Brazil,BRA,2020,31.19495
Brunei,BRN,1996,66.404434
Brunei,BRN,1997,65.2986
Brunei,BRN,1998,88.98352
Brunei,BRN,1999,72.706345
Brunei,BRN,2000,65.04075
Brunei,BRN,2001,64.85047
Brunei,BRN,2002,69.91034
Brunei,BRN,2003,76.19614
Brunei,BRN,2004,52.620335
Brunei,BRN,2005,45.377346
Brunei,BRN,2006,49.110622
Brunei,BRN,2007,55.33819
Brunei,BRN,2008,50.052994
Brunei,BRN,2009,48.2973
Brunei,BRN,2010,36.787518
Brunei,BRN,2011,37.664833
Brunei,BRN,2012,28.512678
Brunei,BRN,2013,47.97483
Brunei,BRN,2014,37.225895
Brunei,BRN,2015,36.42694
Brunei,BRN,2016,19.939466
Brunei,BRN,2017,24.644377
Brunei,BRN,2018,31.853842
Brunei,BRN,2019,30.474743
Bulgaria,BGR,1964,39.9329
Bulgaria,BGR,1965,39.819748
Bulgaria,BGR,1966,40.0603
Bulgaria,BGR,1967,46.16182
Bulgaria,BGR,1968,48.314682
Bulgaria,BGR,1969,53.91036
Bulgaria,BGR,1970,44.653385
Bulgaria,BGR,1971,47.525723
Bulgaria,BGR,1972,43.257988
Bulgaria,BGR,1973,39.09676
Bulgaria,BGR,1974,39.563824
Bulgaria,BGR,1975,40.743343
Bulgaria,BGR,1976,36.51691
Bulgaria,BGR,1977,38.620018
Bulgaria,BGR,1978,35.819466
Bulgaria,BGR,1979,36.576805
Bulgaria,BGR,1980,35.372852
Bulgaria,BGR,1981,25.782225
Bulgaria,BGR,1982,26.727661
Bulgaria,BGR,1983,25.214367
Bulgaria,BGR,1984,25.75271
Bulgaria,BGR,1985,27.698103
Bulgaria,BGR,1986,24.211592
Bulgaria,BGR,1987,24.051245
Bulgaria,BGR,1988,24.585598
Bulgaria,BGR,1989,22.173594
Bulgaria,BGR,1990,20.452065
Bulgaria,BGR,1991,20.09884
Bulgaria,BGR,1992,21.609667
Bulgaria,BGR,1993,18.309952
Bulgaria,BGR,1994,17.475515
Bulgaria,BGR,1995,16.45368
Bulgaria,BGR,1996,16.496334
Bulgaria,BGR,1997,17.97179
Bulgaria,BGR,1998,17.110683
Bulgaria,BGR,1999,14.7940445
Bulgaria,BGR,2000,15.517111
Bulgaria,BGR,2001,14.19075
Bulgaria,BGR,2002,12.518192
Bulgaria,BGR,2003,12.871046
Bulgaria,BGR,2004,12.274773
Bulgaria,BGR,2005,18.29602
Bulgaria,BGR,2006,17.162699
Bulgaria,BGR,2007,17.949266
Bulgaria,BGR,2008,17.663095
Bulgaria,BGR,2009,17.369335
Bulgaria,BGR,2010,17.751219
Bulgaria,BGR,2011,17.371815
Bulgaria,BGR,2012,15.934319
Bulgaria,BGR,2013,14.224344
Bulgaria,BGR,2014,15.680225
Bulgaria,BGR,2015,17.186867
Bulgaria,BGR,2016,19.63484
Bulgaria,BGR,2017,19.733364
Bulgaria,BGR,2018,21.88069
Bulgaria,BGR,2019,16.923716
Bulgaria,BGR,2020,18.299446
Bulgaria,BGR,2021,20.08466
Canada,CAN,1950,11.490607
Canada,CAN,1951,11.263638
Canada,CAN,1952,11.029922
Canada,CAN,1953,11.843666
Canada,CAN,1954,10.772759
Canada,CAN,1955,10.845105
Canada,CAN,1956,12.512749
Canada,CAN,1957,12.914344
Canada,CAN,1958,13.090565
Canada,CAN,1959,14.090734
Canada,CAN,1960,13.090728
Canada,CAN,1961,13.12932
Canada,CAN,1962,13.32433
Canada,CAN,1963,15.282862
Canada,CAN,1964,14.656411
Canada,CAN,1965,15.782669
Canada,CAN,1966,16.3316
Canada,CAN,1967,16.915602
Canada,CAN,1968,17.854063
Canada,CAN,1969,20.88391
Canada,CAN,1970,22.015564
Canada,CAN,1971,21.606867
Canada,CAN,1972,22.06495
Canada,CAN,1973,22.613354
Canada,CAN,1974,22.61071
Canada,CAN,1975,22.756035
Canada,CAN,1976,23.759985
Canada,CAN,1977,22.233004
Canada,CAN,1978,22.871632
Canada,CAN,1979,22.653238
Canada,CAN,1980,23.078403
Canada,CAN,1981,22.53948
Canada,CAN,1982,24.220264
Canada,CAN,1983,24.328587
Canada,CAN,1984,23.59997
Canada,CAN,1985,25.278337
Canada,CAN,1986,25.923735
Canada,CAN,1987,25.020256
Canada,CAN,1988,26.56962
Canada,CAN,1989,26.208963
Canada,CAN,1990,25.650711
Canada,CAN,1991,25.761362
Canada,CAN,1992,24.557941
Canada,CAN,1993,26.095175
Canada,CAN,1994,25.345573
Canada,CAN,1995,25.649427
Canada,CAN,1996,25.583952
Canada,CAN,1997,25.50082
Canada,CAN,1998,26.354841
Canada,CAN,1999,26.063639
Canada,CAN,2000,24.78485
Canada,CAN,2001,24.32967
Canada,CAN,2002,23.926777
Canada,CAN,2003,24.105259
Canada,CAN,2004,23.927517
Canada,CAN,2005,24.434776
Canada,CAN,2006,22.620708
Canada,CAN,2007,23.658628
Canada,CAN,2008,23.306976
Canada,CAN,2009,22.792297
Canada,CAN,2010,22.324842
Canada,CAN,2011,22.57107
Canada,CAN,2012,22.041027
Canada,CAN,2013,21.716448
Canada,CAN,2014,21.32822
Canada,CAN,2015,21.767345
Canada,CAN,2016,21.112282
Canada,CAN,2017,21.44098
Canada,CAN,2018,21.547983
Canada,CAN,2019,20.735771
Canada,CAN,2020,19.001856
Canada,CAN,2021,17.912703
Canada,CAN,2022,19.726562
Cape Verde,CPV,1980,38.530266
Cape Verde,CPV,2011,30.067812
Chile,CHL,1955,13.100757
Chile,CHL,1956,12.247674
Chile,CHL,1957,14.96554
Chile,CHL,1958,14.932714
Chile,CHL,1959,16.347784
Chile,CHL,1960,14.756085
Chile,CHL,1961,15.28587
Chile,CHL,1962,18.182018
Chile,CHL,1963,22.039625
Chile,CHL,1964,15.20655
